Calle,Codigo,Colonia,Municipio_Delegacion,Ciudad,Estado,Latitud,Longitud,Clientes
Av. Santa Cruz,67196,Santa Cruz,Guadalupe,Guadalupe (Ciudad Guadalupe),Nuevo León,25.66677702,-100.1603342,943
Carretera Costera Del Pacifico Km 6.0,70934,Santa Maria Colotepec,Santa Maria Colotepec,Santa Maria Colotepec,Oaxaca,15.830998,-97.034007,7576
Av. Las Puentes,66460,Las Puentes Sect  2,San Nicolas De Los Garza,San Nicolas De Los Garza,Nuevo León,25.74319785,-100.2884145,936
Montes Bernesses,66414,Residencial San Nicolas,San Nicolas De Los Garza,San Nicolas De Los Garza,Nuevo León,25.75766737,-100.2652318,1055
Av. Morenita Mia,66418,Viejo Roble,San Nicolas De Los Garza,San Nicolas De Los Garza,Nuevo León,25.76539332,-100.2800641,979
Calle 14,44940,Zona Industrial,Guadalajara,Guadalajara,Jalisco,20.63795305,-103.3621593,1993
Felipe Zetter,45079,Paseos Del Sol 1Ra Secc,Zapopan,Zapopan,Jalisco,20.63131961,-103.4321961,1970
Av. Heriberto Enriquez Plaza San Fermin,50180,Azteca,Toluca,Toluca,México,19.26165725,-99.64448969,3562
Bosques De Framboyanes,50180,Bosques De Colon,Toluca,Toluca,México,19.25705836,-99.65966671,3402
Av. Ocotitlan,50180,Las Margaritas 1Ra Secc,Toluca,Toluca,México,19.25194283,-99.63548036,3563
Ceboruco,50180,Lazaro Cardenas,Toluca,Toluca,México,19.2604918,-99.64943379,3418
Autopista Atlacomulco-Maravatio,50450,San Lorenzo Tlacotepec,Atlacomulco,Atlacomulco,México,19.83200503,-99.90872232,3599
Av. Obsidiana,45087,Loma Bonita Poniente,Zapopan,Zapopan,Jalisco,20.6405741,-103.4025019,1904
Av Hidalgo,45100,Zapopan Centro,Zapopan,Zapopan,Jalisco,20.72228186,-103.3952834,1915
Av. De Los Tabachines,45188,Tabachines,Zapopan,Zapopan,Jalisco,20.74074151,-103.364784,1982
Av. Tabachines,45188,Tabachines,Zapopan,Zapopan,Jalisco,20.73562744,-103.3607815,1955
Av. Vallarta,45019,San Juan De Ocotan,Zapopan,Zapopan,Jalisco,20.69425799,-103.453192,1818
Paseo Lomas Altas,45128,Lomas Altas,Zapopan,Zapopan,Jalisco,20.68602708,-103.4151206,1852
Federico Tena,61600,Patzcuaro Centro,Patzcuaro,Patzcuaro,Michoacán de Ocampo,19.5123108,-101.6120217,3779
Simon Bolivar,45300,Tala Centro,Tala,Tala,Jalisco,20.65473189,-103.7083874,1889
Av. Solidaridad,45309,Tala,Tala,Tala,Jalisco,20.66544643,-103.7204869,1937
Rio Seco,45570,Colonial Tlaquepaque,Tlaquepaque,Tlaquepaque,Jalisco,20.62481561,-103.3044444,1866
Plan De La Soledad,45580,Residencial Revolucion,Tlaquepaque,Tlaquepaque,Jalisco,20.61726659,-103.3141498,1824
Blvd. Luis Donaldo Colosio,51402,Juarez,Tejupilco,Tejupilco De Hidalgo,México,18.92087917,-100.1465621,3593
Periferico Sur,45590,Las Juntas,Tlaquepaque,Tlaquepaque,Jalisco,20.58501599,-103.3310064,1974
Av. Solidaridad Iberoamericana,45595,Micaelita,Tlaquepaque,Tlaquepaque,Jalisco,20.59354347,-103.3234441,1857
Av. Camino De Santiago,45410,La Quinta,Tonala,Tonala,Jalisco,20.66636179,-103.2154203,1898
Santa Maria Ahuacatan,51200,Valle De Bravo,Valle De Bravo,Valle De Bravo,México,19.18762501,-100.1278779,3492
Av. Cuauhtemoc # 190,56625,San Martin Xico Nuevo,Chalco,Chalco De Diaz Covarrubias,México,19.27437743,-98.9527535,3403
Independencia,50900,Almoloya De Juarez,Almoloya De Juarez,Almoloya De Juarez,México,19.36740089,-99.75579716,3460
Carr. Zacatecas-Tlaltenango Km. 99,46200,Colotlan,Colotlan,Colotlan,Jalisco,22.11542,-103.2566,1888
Carretera Federal Quiroga Tepalcatepec,61760,Nueva Italia De Ruiz,Mugica,Mugica,Michoacán de Ocampo,18.99118583,-102.092389,3773
Carretera A Valle De Bravo,50940,San Francisco Tlalcilalcalpan,Almoloya De Juarez,Almoloya De Juarez,México,19.29729685,-99.77054656,3425
Carretera Toluca Zitacuaro,50960,Jesus Maria,Villa Victoria,Villa Victoria,México,19.41726069,-99.99938185,3398
Ramon Corona,45600,Santa Anita,Tlaquepaque,Tlaquepaque,Jalisco,20.55138139,-103.4467736,1810
Av. Patria,45608,Loma Bonita Poniente,Tlaquepaque,Tlaquepaque,Jalisco,20.62863913,-103.398522,1971
Av. Tonala,45402,Ciudad Aztlan,Tonala,Tonala,Jalisco,20.61682052,-103.2805256,1960
Carret. A Los Altos,45625,Lomas De San Pedrito,Tlaquepaque,Tlaquepaque,Jalisco,20.61958642,-103.2880088,1972
Centenario,45640,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.47542387,-103.4472096,1842
Carretera Tacambaro - Patzcuaro Km 2,61650,Canicuaro,Tacambaro,Tacambaro,Michoacán de Ocampo,19.2467481,-101.4655399,3851
Carretera Autopista Zapotlanejo-Gdl,45430,Zapotlanejo,Zapotlanejo,Zapotlanejo,Jalisco,20.60504443,-103.1288304,1817
Camino A San Sebastian,45650,San Sebastian El Grande,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.53750642,-103.4230262,1975
Av Ingreso Al Aeropuerto,45659,Ciudad De Guadalajara,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.52592166,-103.3004513,1911
Carret. Gdl - Barra De Navidad,45700,Acatlan De Juarez,Acatlan De Juarez,Acatlan De Juarez,Jalisco,20.43385259,-103.5787397,1957
Vicente Guerrero,45800,Jocotepec,Jocotepec,Jocotepec,Jalisco,20.27785396,-103.4466192,1834
Carretera Chapala- Jocotepec  Local Comercial 1,45800,Jocotepec,Jocotepec,Jocotepec,Jalisco,20.29333249,-103.3944676,1877
Boulevard   Cuauhtemoc,56570,Tlapacoyan,Ixtapaluca,Ixtapaluca,México,19.31096275,-98.9030561,3451
Autopista Mexico-Puebla,56577,Alfredo Del Mazo,Ixtapaluca,Ixtapaluca,México,19.29168195,-98.90662325,3539
Carretera Federal Mexico-Cuautla Km. 1.4,56600,Casco De San Juan,Chalco,Chalco De Diaz Covarrubias,México,19.26660122,-98.88235804,3460
Av. San Isidro,56600,La Conchita,Chalco,Chalco De Diaz Covarrubias,México,19.2523714,-98.89349227,3447
Av. Manuel Buendia,50020,San Juan De La Cruz,Toluca,Toluca,México,19.31860441,-99.64444158,3426
Circuito Adolfo Lopez Mateos,50020,Santiago Miltepec,Toluca,Toluca,México,19.30358849,-99.65172817,3490
Calle 1 Sur Maz. 2 Lote 4,50039,Toluca,Toluca,Toluca,México,19.37195072,-99.56850937,3546
Carlos Hank Gonzalez,50050,Del Carmen,Toluca,Toluca,México,19.29866991,-99.59221492,3546
Av. Guadalupe,45030,Jardines De Guadalupe,Zapopan,Zapopan,Jalisco,20.66213386,-103.4263686,1837
Av. Sta. Teresa De Jesus,45030,Prados De Guadalupe,Zapopan,Zapopan,Jalisco,20.66877045,-103.4134625,1860
Ludwin Van Beethoven,45030,Residencial La Estancia,Zapopan,Zapopan,Jalisco,20.66962619,-103.4315718,1803
Sebastian Bach,45030,Residencial La Estancia,Zapopan,Zapopan,Jalisco,20.67306892,-103.4251265,1897
Mari Curie,50075,Cientificos,Toluca,Toluca,México,19.30603586,-99.63028082,3398
Adolofo Lopez Mateos,50100,San Mateo Oxtotitlan,Toluca,Toluca,México,19.28834505,-99.68653624,3598
San Felipe,50110,Plazas De San Buenaventura,Toluca,Toluca,México,19.2834825,-99.67521557,3414
Valentin Gomez Farias Pte,50120,Morelos,Toluca,Toluca,México,19.28503657,-99.66407983,3550
Av Patria,45177,Lagos Del Country 2Da Secc,Zapopan,Zapopan,Jalisco,20.71343711,-103.367831,1828
Av. Patria,45178,Lomas De Atemajac,Zapopan,Zapopan,Jalisco,20.71351091,-103.3613874,1991
Ignacio Mariscal,50140,Nueva Santa Maria Las Rosas,Toluca,Toluca,México,19.26982889,-99.64199683,3421
Av. Morelos Oriente,50150,Vertice,Toluca,Toluca,México,19.28806185,-99.64911608,3529
Calle Tlalpan (Mz. 104 Lt. 15),57710,Vicente Villada,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.38116527,-99.01516324,3396
Cuauhtemoc Y Tlaxcala,62410,Amatitlan,Cuernavaca,Cuernavaca,Morelos,18.92131084,-99.22673986,1731
Av. Universidad,62210,Chamilpa,Cuernavaca,Cuernavaca,Morelos,18.98208639,-99.24254582,1734
Paseo Del Conquistador,62230,Maravillas,Cuernavaca,Cuernavaca,Morelos,18.95713408,-99.23610114,1743
Av. Diaz Ordaz,62440,Acapatzingo,Cuernavaca,Cuernavaca,Morelos,18.91040253,-99.22138606,1779
Av. Plan De Ayala,62450,Chapultepec,Cuernavaca,Cuernavaca,Morelos,18.9237739,-99.21260976,1777
Av. Atlacomulco,62450,Chapultepec,Cuernavaca,Cuernavaca,Morelos,18.91121207,-99.21454832,1712
Carretera Federal Cuernavaca-Cuautla,62749,Cuautlixco,Cuautla,Cuautla,Morelos,18.84384902,-98.94665745,1801
Carretera Cuernavaca-Cuautla  Campo El Polvorin,62713,Olintepec,Ayala,Ayala,Morelos,18.86087379,-98.96023799,1714
Carretera Yautepec-Tlayacapan,62540,Tlayacapan,Tlayacapan,Tlayacapan,Morelos,18.92797,-99.02654,1742
Boulevard Cuernavaca-Cuautla,62550,Jiutepec,Jiutepec,Jiutepec,Morelos,18.8913,-99.1448,1758
Emiliana Zapata,62550,Jiutepec,Jiutepec,Jiutepec,Morelos,18.88326312,-99.18102424,1734
Av De Los Bosques Ferr. Mex. Balsas Km 131,62550,Jiutepec,Jiutepec,Jiutepec,Morelos,18.88833771,-99.16595582,1746
Carretera Estatal Emiliano Zapata-Zacatepec,62760,Emiliano Zapata,Emiliano Zapata,Emiliano Zapata,Morelos,18.82954262,-99.18712627,1714
Constitucion,62760,Emiliano Zapata,Emiliano Zapata,Emiliano Zapata,Morelos,18.83519507,-99.18427331,1747
Aquiles Serdan,62770,Tlaltizapan De Pacheco,Tlaltizapan,Tlaltizapan,Morelos,18.68110382,-99.12064425,1637
Av. Dr. Jose Maria Luis Mora,62780,Zacatepec De Hidalgo,Zacatepec,Zacatepec,Morelos,18.67207061,-99.1851082,1713
Av Lazaro Cardenas,58000,Morelia Centro,Morelia,Morelia,Michoacán de Ocampo,19.69601763,-101.1911697,3863
Sor Juana Ines De La Cruz,58000,Morelia Centro,Morelia,Morelia,Michoacán de Ocampo,19.69995529,-101.183226,3867
Ixtlan,63197,Los Fresnos Infonavit,Tepic,Tepic,Nayarit,21.47729926,-104.8770038,1627
Carretera Jilotepec-Corrales,54240,San Pablo Huantepec,Jilotepec,Jilotepec,México,19.96446,-99.48796,3409
Av. Ocampo,58010,Juarez,Morelia,Morelia,Michoacán de Ocampo,19.69282636,-101.1970212,3770
Avenida Universidad,58060,Villa Universidad,Morelia,Morelia,Michoacán de Ocampo,19.68681377,-101.2092699,3882
Av. Manuel Altamirano,62900,Jojutla De Juarez,Jojutla,Jojutla,Morelos,18.61273203,-99.17329963,1682
Av. Lazaro Cardenas,62900,Jojutla De Juarez,Jojutla,Jojutla,Morelos,18.62091935,-99.18000939,1785
Blvd. Arturo Montiel Rojas,54475,Loma De La Cruz,Nicolas Romero,Villa Nicolas Romero,México,19.61328703,-99.28607198,3423
Carr. Cuautla - Axochiapan,62956,Quebrantadero,Axochiapan,Axochiapan,Morelos,18.51932547,-98.79089255,1689
Estacion Vieja,62730,Yautepec De Zaragoza,Yautepec,Yautepec,Morelos,18.90890158,-98.97128152,1702
Romulo Hernandez,62738,Oaxtepec,Yautepec,Yautepec,Morelos,18.90444503,-98.97277894,1675
Av. Revolucion,62743,Plan De Ayala,Cuautla,Cuautla,Morelos,18.80299482,-98.93093445,1632
Carretera Nicolas Romero-Villa Del Carbon,54430,Cahuacan,Nicolas Romero,Villa Nicolas Romero,México,19.64089621,-99.40286678,3435
Hidalgo,54449,San Jose El Vidrio,Nicolas Romero,Villa Nicolas Romero,México,19.65431584,-99.38258598,3515
Juan Pablo Ii,58090,Santa Maria De Guido,Morelia,Morelia,Michoacán de Ocampo,19.66866724,-101.1689759,3842
Loma La Carbonera,58337,Lomas Del Pedregal,Morelia,Morelia,Michoacán de Ocampo,19.68920611,-101.2995882,3743
Av. Escuadron 201,58140,Jardines De Guadalupe,Morelia,Morelia,Michoacán de Ocampo,19.71057861,-101.2269023,3810
Abasolo,63060,El Rodeo,Tepic,Tepic,Nayarit,21.51992529,-104.916083,1719
Avenida Ignacio Allende,63080,Heriberto Casas,Tepic,Tepic,Nayarit,21.51297141,-104.9029621,1744
Autopista Tepic-Mazatlan Km1+361,63170,Doce De Diciembre,Tepic,Tepic,Nayarit,21.52694533,-104.9288553,1667
Av. Chimalhuacan,57000,Aurora,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.40707644,-99.01805549,3506
Cariño,57000,Benito Juarez,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.40258999,-98.9938753,3493
Av. Valle Del Yukon,57100,Valle De Aragon,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.49127455,-99.06095448,3537
Calle Hacienda La Purisima Lote 8 Manzana 73,57130,Impulsora Popular Avicola,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.4773857,-99.04505815,3397
Av. Jose Ma. Morelos,62070,Chipitlan,Cuernavaca,Cuernavaca,Morelos,18.89754739,-99.23031363,1685
Plateros,57520,Porfirio Diaz,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.39663,-99.02804414,3533
Ave Hidalgo,54767,Granjas Lomas De Guadalupe,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.62034215,-99.20834128,3391
Paseo Del Bosque Lt 1 Mz Zona B,54767,Granjas Lomas De Guadalupe,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.62699607,-99.23724467,3493
Av. Isidro Fabela,54900,San Bartolo,Tultitlan,Tultitlan De Mariano Escobedo,México,19.65272789,-99.17163023,3467
Zaragoza,54800,Cuautitlan Centro,Cuautitlan,Cuautitlan,México,19.6701815,-99.18116365,3422
Av. Prolongacion Morelos,54800,Tlaltepan,Cuautitlan,Cuautitlan,México,19.669913,-99.17562147,3405
Virrey De Mendoza,59680,La Luneta,Zamora,Zamora,Michoacán de Ocampo,19.97540783,-102.2894601,3868
Carretera Federal Oriente,59730,Ecuandureo,Ecuandureo,Ecuandureo,Michoacán de Ocampo,20.16533626,-102.1964371,3878
Av. Morelos Ote.,55000,Ecatepec De Morelos Centro,Ecatepec,Ecatepec De Morelos,México,19.59726734,-99.04149677,3468
Avenida Ecatepec,55000,Ecatepec De Morelos Centro,Ecatepec,Ecatepec De Morelos,México,19.59637334,-99.04234635,3483
Av. Insurgentes,55000,Ecatepec De Morelos Centro,Ecatepec,Ecatepec De Morelos,México,19.59974639,-99.05140873,3474
Av. De Las Rosas Lote 1 Mz. 3,55030,Izcalli Ecatepec,Ecatepec,Ecatepec De Morelos,México,19.59515962,-99.04802458,3525
Alondras,55055,Llano De Los Baez,Ecatepec,Ecatepec De Morelos,México,19.61156379,-99.02044351,3443
Nicolas Bravo,55070,Jardines De Morelos,Ecatepec,Ecatepec De Morelos,México,19.6017199,-99.002882,3386
Av. Constitucion De 1814,60670,Babilonia,Apatzingan,Apatzingan,Michoacán de Ocampo,19.08275501,-102.3552409,3840
Carretera Uruapan Carapan,60030,Los Riyitos,Uruapan,Uruapan,Michoacán de Ocampo,19.43413064,-102.0760139,3833
San Francisco,60050,San Francisco,Uruapan,Uruapan,Michoacán de Ocampo,19.39280739,-102.0224732,3705
Calz- Hacienda Costitlan,56380,San Vicente Chicoloapan,Chicoloapan,Chicoloapan,México,19.40817614,-98.88261908,3480
Fracc. Hacienda De Costitlan Lote 1 Y 2 Mza. Xliii,56380,San Vicente Chicoloapan,Chicoloapan,Chicoloapan,México,19.41245791,-98.89034477,3553
Carr Uruapan San Juan Parangaricutiro,60090,Jicalan,Uruapan,Uruapan,Michoacán de Ocampo,19.38997716,-102.070371,3712
Paseo De La Revolucion,60090,La Pinera,Uruapan,Uruapan,Michoacán de Ocampo,19.37686532,-102.0600165,3718
Carr. Mexico - Tulancingo,55850,San Martin De Las Piramides,San Martin De Las Piramides,San Martin De Las Piramides,México,19.69206722,-98.82414634,3475
Fray Bernardino De Sahagun,55900,Otumba De Gomez Farias,Otumba,Otumba,México,19.70347967,-98.75287088,3537
Avenida Del Trabajo,56030,Chiautla,Chiautla,Chiautla,México,19.54655192,-98.88219301,3459
Av. Ignacio Pichardo Pagaza,55240,La Florida,Ecatepec,Ecatepec De Morelos,México,19.51439523,-99.03464734,3379
Lopez Portillo,55710,Villa De Las Flores 1Ra Secc,Coacalco,Coacalco De Berriozabal,México,19.63272406,-99.09317509,3488
Autopista Lazaro Cardenas-Morelia,60950,Ciudad Lazaro Cardenas,Lazaro Cardenas,Lazaro Cardenas,Michoacán de Ocampo,17.99638997,-102.1707519,3860
Paseo Villa Del Real Lt. 3 Mz. 1,55740,Tecamac De Felipe Villanueva Centro,Tecamac,Tecamac De Felipe Villanueva,México,19.6891059,-98.98656979,3469
Calle Pozo Grande,55740,Tecamac De Felipe Villanueva Centro,Tecamac,Tecamac De Felipe Villanueva,México,19.71260797,-98.96830003,3589
Carretera Mexico Pachuca Km 44.5,55744,San Pedro Potzohuacan,Tecamac,Tecamac De Felipe Villanueva,México,19.76328306,-98.97422875,3483
Av. Industria,55755,Los Reyes Acozac,Tecamac,Tecamac De Felipe Villanueva,México,19.76876401,-98.98525279,3489
Carretera Federal Mexico - Pachuca,55755,Los Reyes Acozac,Tecamac,Tecamac De Felipe Villanueva,México,19.80369341,-98.97355336,3473
Carretera Federal-Mexico-Pachuca,55760,San Pablo Tecalco,Tecamac,Tecamac De Felipe Villanueva,México,19.67538716,-99.00190861,3583
Av. Nezahualcoyotl,56335,Guadalupe,Chimalhuacan,Chimalhuacan,México,19.40933846,-98.92646221,3437
Av. 20 De Noviembre,56880,Tepetlixpa,Tepetlixpa,Tepetlixpa,México,19.031876,-98.812371,3519
Popocatepetl,54710,Bellavista,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.67712967,-99.22183964,3512
Carretera Venustiano Carranza-La Barca,59160,Venustiano Carranza,Venustiano Carranza,Venustiano Carranza,Michoacán de Ocampo,20.1321397,-102.6419152,3755
Paseo De Las Haciendas,54720,Jardines De La Hacienda,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.68588955,-99.20553707,3404
Av.Doctor Jorge Jimenz Cantu,54730,Complejo Industrial Cuamatla,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.66269044,-99.20863604,3471
Valle De Mexico,54740,Cumbria,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.65000171,-99.21095908,3482
Fray B. De Las Casas,66414,Residencial El Roble,San Nicolas De Los Garza,San Nicolas De Los Garza,Nuevo León,25.74527018,-100.3061427,897
Av Kabah ( Rojo Gomez) Smza 38 Mza 9,77507,Supermanzana  38,Benito Juarez,Cancun,Quintana Roo,21.15660124,-86.84676691,1073
Av Itzal,77507,Supermanzana  39,Benito Juarez,Cancun,Quintana Roo,21.15388849,-86.84886125,1138
Av Kabah,77508,Supermanzana  31,Benito Juarez,Cancun,Quintana Roo,21.15443344,-86.84354034,1136
Av. Miguel Hidalgo Sm 72 Mza 6,77510,Supermanzana  72,Benito Juarez,Cancun,Quintana Roo,21.17628391,-86.83704861,1153
Av. Roberto G. Sada,66280,Balcones Del Valle,San Pedro Garza Garcia,San Pedro Garza Garcia,Nuevo León,25.63875509,-100.3825637,917
Av Comalcalco,77515,Supermanzana  58,Benito Juarez,Cancun,Quintana Roo,21.15582854,-86.85896892,1084
Av. Lopez Portillo Sm. 64,77524,Supermanzana  64,Benito Juarez,Cancun,Quintana Roo,21.17526912,-86.82409012,1112
Av.Revolución Smza 75 Mza 49,77527,Supermanzana  75,Benito Juarez,Cancun,Quintana Roo,21.18693482,-86.82237009,1205
Av. Andres Quintana Roo,77530,Region  97,Benito Juarez,Cancun,Quintana Roo,21.1482294,-86.85646805,1094
Acera Morelos Centro Historico,73310,Zacatlan,Zacatlan,Zacatlan,Puebla,19.93185967,-97.95959194,2730
Av Industrial Region 95 Mza 128,77535,Region  96,Benito Juarez,Cancun,Quintana Roo,21.14257195,-86.86583828,1011
Av Orquideas Smza 259 Mza 102,77539,Region 103,Benito Juarez,Cancun,Quintana Roo,21.14444314,-86.91067144,1208
Boulevard Arrecifes,77569,Ciudad De Cancun,Benito Juarez,Benito Juarez,Quintana Roo,21.13342227,-86.92223632,1075
Periferico Norte,78117,La Angostura,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.19841134,-101.0187102,2135
Av. Benito Juarez,77600,Cozumel Centro,Cozumel,Cozumel,Quintana Roo,20.49639774,-86.93178275,1031
"Av. 11 Sur Av. Andres Q, Roo Mza. 15 Lt. 5",77600,Cozumel Centro,Cozumel,Cozumel,Quintana Roo,20.50605101,-86.95374413,1099
Avenida 5,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.62197211,-87.07569273,1109
Av. Cosntituyentes Region 15 Mza 11,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.64456727,-87.09233922,1157
Mz 067 De La Reserva Territorial Del Inviqroo Ubicada En Playa,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.63112603,-87.0684173,1053
Calle 1Ra Sur Mza 2 Lote 01 Locales 12 Y 13,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.62135508,-87.07547138,1153
30 Av. Norte Smza 1 Mza 45,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.62564344,-87.07954619,1101
Blvd. Las Palmas Reg 37 Sm 02 Mza 76 Lote 05,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.65404646,-87.10166411,1014
Av 10,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.62840815,-87.07247733,1028
Av. Luis Donaldo Colosio  Mza 3,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.65446857,-87.07984095,1171
Fuente De Marte  Mza 16 Smza 56 Region 28,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.64884832,-87.07543271,1077
Av Cozumel  Mza 81 Lote 1,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.63155785,-87.06665082,1043
Av. 125 Norte Mza 45 Region 14 Colonia Ejidal,77712,Ejidal,Solidaridad,Playa Del Carmen,Quintana Roo,20.63934769,-87.09525299,1014
Av. Garcia Diego,78178,San Pedro,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.15565224,-100.9985582,2093
Calzada Oaxaca,74290,Francisco I Madero,Atlixco,Atlixco,Puebla,18.88254,-98.43623,2752
Av Salvador Nava,78210,Las Cumbres,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.14031724,-101.0199083,2079
Avenida Nicolas Zapata,78230,Atlas,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.15401304,-100.9879253,2116
Carret Federal Oriental-Teziutlan,73980,Cuyoaco,Cuyoaco,Cuyoaco,Puebla,19.64417083,-97.59913783,2886
Av Centenario,74400,Izucar De Matamoros Centro,Izucar De Matamoros,Izucar De Matamoros,Puebla,18.60324632,-98.46626271,2885
Florencio Espinoza,74000,San Martin Texmelucan De La Bastida Centro,San Martin Texmelucan,San Martin Texmelucan De Labastida,Puebla,19.28256134,-98.42712115,2803
5 De Mayo Norte,74000,San Martin Texmelucan De La Bastida Centro,San Martin Texmelucan,San Martin Texmelucan De Labastida,Puebla,19.28356,-98.43341,2765
Av. Libertad Sur,74000,San Martin Texmelucan De La Bastida Centro,San Martin Texmelucan,San Martin Texmelucan De Labastida,Puebla,19.27089,-98.38673,2728
Independencia,74030,San Isidro,San Martin Texmelucan,San Martin Texmelucan De Labastida,Puebla,19.28994007,-98.43398444,2872
